1,2,1,0.84927
2,3,1,1.6985
3,9,1,2.1155
4,10,1,2.2731
5,4,1,2.5478
6,11,1,2.6988
7,12,1,3.2902
8,3,2,0.84927
9,4,2,1.6985
10,10,2,2.1175
11,11,2,2.273
12,9,2,2.286
13,5,2,2.5478
14,4,3,0.84927
15,5,3,1.6985
16,11,3,2.1195
17,12,3,2.273
18,10,3,2.2898
19,5,4,0.84927
20,6,4,1.6985
21,12,4,2.1215
22,13,4,2.2729
23,11,4,2.2935
24,6,5,0.84927
25,7,5,1.6985
26,13,5,2.1235
27,14,5,2.2728
28,12,5,2.2973
29,7,6,0.84927
30,8,6,1.6986
31,14,6,2.1255
32,15,6,2.2728
33,13,6,2.3011
34,8,7,0.84937
35,15,7,2.1275
36,14,7,2.3048
37,7,4,2.5478
38,13,7,2.7428
39,15,8,2.2962
40,8,5,2.5478
41,14,8,2.7371
42,13,8,3.3371
43,8,4,3.3971
44,10,9,0.84408
45,11,9,1.6882
46,16,9,2.1156
47,17,9,2.3046
48,12,9,2.5323
49,11,10,0.84408
50,12,10,1.6882
51,17,10,2.1167
52,16,10,2.2842
53,12,11,0.84408
54,13,11,1.6882
55,18,11,2.1214
56,17,11,2.2527
57,13,12,0.84408
58,14,12,1.6882
59,19,12,2.1296
60,18,12,2.2241
61,14,13,0.84408
62,15,13,1.6882
63,43,13,1.8004
64,20,13,2.1414
65,15,14,0.84408
66,43,14,1.6174
67,21,14,2.1567
68,20,14,2.1765
69,43,15,1.8481
70,21,15,2.1577
71,17,16,0.93148
72,18,16,1.863
73,22,16,2.1156
74,23,16,2.3154
75,16,11,2.7174
76,18,17,0.93148
77,19,17,1.863
78,23,17,2.1155
79,19,18,0.93148
80,20,18,1.863
81,24,18,2.1158
82,20,19,0.93148
83,43,19,1.4786
84,21,19,1.863
85,25,19,2.1163
86,43,20,0.67886
87,21,20,0.93148
88,26,20,2.1171
89,43,21,0.68622
90,27,21,2.1182
91,26,21,2.2794
92,23,22,0.9559
93,24,22,1.9118
94,28,22,2.1156
95,29,22,2.2692
96,22,17,2.3175
97,30,22,2.687
98,24,23,0.9559
99,25,23,1.9118
100,29,23,2.1198
101,30,23,2.2286
102,23,18,2.3077
103,25,24,0.9559
104,26,24,1.9118
105,30,24,2.1308
106,31,24,2.1938
107,26,25,0.9559
108,27,25,1.9118
109,31,25,2.1485
110,32,25,2.1651
111,27,26,0.9559
112,33,26,2.1427
113,32,26,2.1727
114,34,27,2.1269
115,33,27,2.2032
116,27,20,2.3568
117,32,27,2.5655
118,29,28,0.83577
119,30,28,1.6715
120,35,28,2.1156
121,36,28,2.2524
122,28,23,2.3276
123,31,28,2.5073
124,30,29,0.83577
125,31,29,1.6715
126,36,29,2.1155
127,37,29,2.2364
128,31,30,0.83577
129,32,30,1.6715
130,37,30,2.1164
131,38,30,2.2212
132,32,31,0.83577
133,33,31,1.6715
134,38,31,2.1182
135,33,32,0.83577
136,34,32,1.6715
137,39,32,2.121
138,34,33,0.83577
139,40,33,2.1248
140,41,33,2.1805
141,41,34,2.1296
142,42,34,2.1687
143,40,34,2.3699
144,34,26,2.4205
145,36,35,0.79049
146,37,35,1.581
147,35,29,2.2801
148,38,35,2.3715
149,35,30,2.7054
150,39,35,3.162
151,37,36,0.79049
152,38,36,1.581
153,36,30,2.2966
154,39,36,2.3715
155,38,37,0.79049
156,39,37,1.581
157,37,31,2.3138
158,39,38,0.79049
159,40,38,1.581
160,38,32,2.3318
161,40,39,0.79049
162,41,39,1.581
163,39,31,2.2068
164,39,33,2.3505
165,41,40,0.79049
166,42,40,1.581
167,40,32,2.1932
168,42,41,0.79049
169,41,38,2.3715
170,41,32,2.5241
171,42,39,2.3715
172,42,33,2.4988
173,42,32,3.0302
174,42,38,3.162
175,43,12,2.3005
